"RAZON_SOCIAL";"REGION_OTROS";"REGION_CF";"REGION_BSAS";"REGION_DESCONOCIDO";"REGION_CBA";"PROD_DATOS_RPV";"PROD_INTER_DEDICADO";"PROD_DATOS_ENLACE";"PROD_DATOS_LAN_TO_LAN";"PROD_SD_WAN";"MERC_OTROS";"MERC_CORPORATIVO";"MERC_EMPRESAS";"MERC_GRANDES_CLIENTES";"MERC_PYMES";"CANT_PRODUCTOS";"CANT_ENLACES";"FACTURACION_ARS";"DURACION_CLIENTE_DIAS";"INCIDENTES";"TMR"
"COOPERATIVA DE VIVIENDA YCONSUMO HORIZON";"0";"0";"0";"0";"1";"2";"2";"0";"0";"1";"0";"0";"0";"1";"0";"3";"5";"2397000";"2608";"60";"34,35"
"COOPERATIVA ELECTRICA DE SERVI";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1800000";"241";"3";"1,85"
"COOPERATIVA ELECTRICA LUJANENS E LIMITAD";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"720000";"3169";"18";"6,07"
"COOPERATIVA OBRERA LTDA DE CON";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"82863,72";"1001";"2";"74,08"
"COOPERATIVA REGIONAL DE ELECTRICIDAD";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"2";"2";"12960000";"2418";"16";"41,62"
"COOPERATIVA REGIONAL DE PROVISION DE";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2640000";"2183";"14";"22,27"
"COOPERATIVA RURAL ELECTRICA TANDIL AZUL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2592000";"1652";"8";"20,86"
"COOPERATIVA TELEFONICA Y OTROS SERVICIOS";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"5871360";"3405";"7";"11,14"
"COP.MA.CO.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"552000";"1615";"10";"44,39"
"COPAN COOP DE SEG LIMITADO";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1551600";"4717";"30";"27,98"
"COPPEL S.A.";"0";"1";"0";"0";"0";"16";"24";"0";"1";"0";"0";"1";"0";"0";"0";"3";"41";"16068000";"383";"1341";"117,75"
"CORBLOCK SAIC";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"378000";"2310";"36";"72,6"
"CORDOBA IP SRL";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"2";"1248000";"1041";"5";"66,07"
"CORESA GROUP SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"768000";"1335";"0";"0"
"CORMEDIC SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"714000";"1109";"7";"12,47"
"CORNA MARIA CAROLINA";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"240000";"222";"0";"0"
"CORP DEL OBISPO PTE DELA IGLESIA DE JESU";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"5";"4507200";"217";"20";"16,51"
"CORPORACION AFILIADA DEL SUR S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"319200";"5228";"16";"35,65"
"CORPORACION DE INVERSIONES S.A";"0";"0";"1";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"1";"0";"2";"6";"1129680";"910";"26";"163,16"
"CORREDORES VIALES SA";"0";"1";"0";"0";"0";"0";"8";"0";"0";"0";"1";"0";"0";"0";"0";"1";"8";"5184000";"195";"8";"38,31"
"CORREO OFICIAL DE LA REP.ARG.S.A.";"0";"0";"1";"0";"0";"56";"3";"0";"2";"0";"1";"0";"0";"0";"0";"3";"61";"29078760";"3150";"2760";"97,05"
"CORRUGADORA CENTRO SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"336000";"1041";"1";"3,28"
"CORSIDER S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"461160";"993";"4";"15,43"
"CORTE SUPREMA DE LA NACION";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"3";"194207,36";"1427";"48";"25,62"
"CORTUC S.A.";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"6292";"0";"0"
"CORVEN MOTORS ARGENTINA S.A";"1";"0";"0";"0";"0";"1";"5";"0";"0";"0";"0";"1";"0";"0";"0";"2";"6";"3216000";"1669";"88";"969,18"
"CORVEN S A C I F";"0";"0";"1";"0";"0";"4";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"5";"552000";"943";"28";"150,04"
"COSAN LUBRICANTES SRL";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1883";"19";"25,21"
"COSAS NUESTRAS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"336000";"1104";"4";"14,49"
"COSMETICOS AVON SACI";"0";"0";"1";"0";"0";"3";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"5";"2073000";"2793";"154";"57,5"
"COSTA ANDRES ROGELIO";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"270000";"108";"0";"0"
"COTECSUD COMPAÑIA TECNICA SUDAMERICANA S";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"816000";"2951";"44";"88,18"
"COTO C.I.C.S.A.";"0";"1";"0";"0";"0";"118";"122";"0";"2";"0";"0";"1";"0";"0";"0";"3";"242";"52448400";"1049";"2433";"195,6"
"COVELIA SA";"0";"0";"1";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"1";"0";"2";"20";"2600160";"2016";"260";"81"
"COX ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"130";"5";"21,61"
"CP ACHIRAS SOCIEDAD ANONIMA UNIPERSONAL";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"2555640";"2622";"94";"133,06"
"CPA FERRERE SOCIEDAD SIMPLE";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"253200";"112";"1";"5,64"
"CRABSA SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"268800";"978";"1";"1,81"
"CRAC.COOP.DE PROV.RECT.AUTOM., DE CBA LT";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"798000";"3057";"30";"21,32"
"CRAFT ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"2";"2";"309600";"55";"0";"0"
"CRECIENDO S.A";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"649";"2";"1,84"
"CREDICAR SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"153600";"178";"1";"138,92"
"CREDIL SRL";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"223";"40";"80,16"
"CREDINOS COOP DE CRED LIMITADA";"0";"0";"1";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"4";"1368000";"307";"22";"51,9"
"CREDITIA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"420000";"88";"0";"0"
"CRENAC S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3316";"5";"6,54"
"CRISIL IREVNA ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1908000";"3938";"3";"12,8"
"CRISTOBAL COLON SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1008000";"997";"10";"47,3"
"CROMOSOL S.A.I.C.F.E.I";"0";"1";"0";"0";"0";"13";"9";"0";"0";"5";"0";"0";"0";"1";"0";"3";"27";"7551600";"475";"1869";"208,98"
"CRONI SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"2";"2";"1003200";"697";"14";"103,36"
"CRONO LAIT SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"1147";"0";"0"
"CRONON TECNOLOGIA S R L";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"1080000";"1377";"5";"54,68"
"CROSS SOLUCIONES S.A.";"0";"1";"0";"0";"0";"1";"0";"5";"0";"0";"1";"0";"0";"0";"0";"2";"6";"0";"6762";"0";"0"
"CROSS TRADE INTERNATIONAL S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"379,6";"7706";"1";"46,23"
"CRUZ DEL SUR S.R.L.- CLINICA PRIVADA DEL";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"456000";"2239";"0";"0"
"CRZ CONSTRUCCIONES SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1200000";"2048";"202";"39,88"
"CSL BEHRING S A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"561600";"3863";"4";"26,69"
"CSRA ARGENTINA S.R.L.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"979200";"3829";"7";"25,63"
"CTC ADMINISTRADORA S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1176000";"1335";"1";"46,68"
"CTO P. DE ONCOLOG Y RADIOT SRL";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"384000";"1041";"33";"20,57"
"CTRO CARDIOVASC MAR PLATA S.A.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"481";"0";"0"
"CTRO DE ONCOLOGIA Y RADIOTERAP";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"2046000";"1041";"5";"145,73"
"CTT DIGITAL SRL";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1497";"11";"3,98"
"CUCCHIARA Y CIA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"516000";"2495";"8";"11,94"
"CUMAR S.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"290400";"3155";"1";"1,11"
"CUNABELLA SRL";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"60000";"116";"0";"0"
"CURTIEMBRES ARLEI";"0";"0";"1";"0";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"0";"2";"4";"1560000";"68";"64";"42,54"
"CURTIEMBRES FONSECA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"882000";"7963";"12";"18,66"
"CUSPIDE LIBROS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"543";"4";"25,36"
"CUSTOMERS PROTECTION SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1008000";"210";"0";"0"
"CUYO AVAL SGR";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"540000";"1281";"20";"14,16"
"CUYOPLACAS S.A.";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"1326600";"8334";"140";"126,18"
"CWT ARGENTINA S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2742";"44";"22,6"
"CX SAS";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2697600";"216";"0";"0"
"CYBERWAVE SA";"0";"0";"1";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"2";"3";"5514000";"2015";"62";"74,72"
"CYE CONSTRUCCIONES SA";"0";"0";"1";"0";"0";"2";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"4";"772800";"508";"14";"66,92"
"CYLARCOM SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"690";"6";"7,45"
"Canelones Cablevision Color Sa";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"174";"0";"0"
"Carmelo Cable Vision Srl";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"137";"0";"0"
"Consorcio Libertad Digital Srl";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"137";"0";"0"
"D. AMICO SISTEMAS S. A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"744000";"276";"0";"0"
"D.I.B.I.S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"270000";"6581";"12";"213,83"
"DADA SA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"540000";"181";"31";"62,2"
"DAF CONSTRUCTORA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"268800";"1246";"8";"20,23"
"DALA S.R.L.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"432000";"1487";"9";"28,81"
"DALBAN PHARMA S";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"13";"0";"0"
"DALBAN SA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"1152000";"818";"3";"5,4"
"DANAIDE S A";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"2";"3";"2743200";"2854";"78";"31"
"DANAK.S.R.L";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"486000";"2559";"2";"59,01"
"DANFOSS SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"1260000";"4763";"24";"78,74"
"DANIEL A. BASGALL S.R.L.";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"793200";"1049";"0";"0"
"DANIEL HERNANDEZ E HIJOS S.R.L";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"215040";"1487";"2";"10,75"
"DANISANT S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"658800";"2413";"6";"3,69"
"DANISCO ARGENTINA S. A.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1992000";"1084";"7";"27,1"
"DANLOVIC S. R. L.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"364800";"829";"4";"7,97"
"DANODIS S.A";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"3024000";"1622";"25";"42,42"
"DANONE ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"6170400";"1519";"164";"84,54"
"DASS ARGENTINA S.R.L.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1840800";"3128";"13";"29,07"
"DASTEC SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1764000";"4224";"10";"112,45"
"DATCO S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"3205";"3";"23,5"
"DATIC SOLUTIONS S. A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"252000";"362";"3";"12,8"
"DAVID ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"3303";"0";"0"
"DAVID ROSENTAL E HIJOS S.A.C.I";"1";"0";"0";"0";"0";"0";"1";"0";"0";"10";"0";"0";"0";"1";"0";"2";"11";"1330800";"5474";"434";"136,94"
"DAYCO ARGENTINA SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1197000";"1733";"9";"17,53"
"DE NARVAEZ STEVER FRANCISCO";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"756000";"7759";"8";"50,14"
"DEFENSOR DEL PUEBLO DE LA NACI";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"819,84";"6912";"11";"50,43"
"DEFENSORIA DE LOS DERECHOS DE LAS NIÑAS,";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"143097,5";"174";"0";"0"
"DEFENSORIA DEL PUEBLO DE LA CIUDAD DE BU";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"60000";"1347";"13";"30,53"
"DEFENSORIA GRAL. DE LA NACION";"0";"1";"0";"0";"0";"3";"35";"0";"0";"0";"1";"0";"0";"0";"0";"2";"38";"1235506,84";"507";"68";"52,42"
"DEFIBA SERVICIOS PORTUARIOS";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"193200";"3492";"14";"5,33"
"DEFIBE SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"420000";"3356";"496";"115,66"
"DELFOS OPERADOR MAYORISTA  SRL";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"171";"2";"1,48"
"DELL AMERICA LATINA CORP";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"5631528";"1991";"1";"10,64"
"DELTA ASSET MANAGEMENT S.A S. A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1008000";"618";"2";"2,86"
"DELTA CBA S.A. SISTEMAS Y SERVICIOS";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"2";"2";"562500";"1001";"64";"42,28"
"DELTAZEN SA";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"930";"1";"644,22"
"DEMOTORES S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1795";"0";"0"
"DENO SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"7787";"2";"26,56"
"DENSO MANUFACTURINGARGENTINA SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"342000";"97";"0";"0"
"DENVER FARMA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"432000";"1448";"1";"28,21"
"DEPOSITO FISCAL BUENOS AIRES S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"798000";"2202";"0";"0"
"DEPOSITO FISCAL BUENOS AIRES SA MURCHISO";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"193200";"2047";"3";"6,07"
"DERUDDER HERMANOS SRL";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"638400";"1384";"8";"45,38"
"DESARROLLO DE PROSPECTOS MINEROS S.A.";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"1560000";"34";"0";"0"
"DESARROLLOS Y COMUNICACIONESSRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"8340";"0";"0"
"DESARROLLOS Y SERVICIOS HOTELEROS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1428000";"241";"0";"0"
"DESCARTABLES CAROMAR SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"268800";"689";"20";"18,5"
"DESLER S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"540000";"5491";"15";"154,79"
"DESOL S.A.";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"921480";"1608";"496";"261,6"
"DESPEGAR COM AR SA";"0";"1";"0";"0";"0";"1";"6";"0";"0";"0";"0";"1";"0";"0";"0";"2";"7";"2220000";"595";"16";"12,56"
"DESTILERIA  ARGENTINA  DE PETROLEO SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1200000";"1106";"1";"0,83"
"DETROIT 1925 S.A.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1315200";"346";"8";"12,56"
"DEUCE S.A";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"1";"0";"0";"0";"1";"5";"0";"1526";"50";"22,48"
"DEUTSCHE REPRESENTACIONES Y MANDATOS S.A";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"8190";"0";"0"
"DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIO";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"1462";"50";"54,74"
"DEVOL SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"210000";"4192";"21";"69,04"
"DHL EXPRESS (ARGENTINA) S.A.";"0";"1";"0";"0";"0";"9";"16";"0";"0";"0";"0";"1";"0";"0";"0";"2";"25";"16502436";"1049";"1888";"35,32"
"DHL GLOBAL FORWARDING(ARGENTINA) SA";"0";"0";"1";"0";"0";"2";"2";"1";"0";"0";"0";"1";"0";"0";"0";"3";"5";"3574560";"942";"588";"111,39"
"DHL SUPPLY CHAIN(ARGENTINA) S.A.";"0";"1";"0";"0";"0";"3";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"5";"1092000";"613";"292";"50,08"
"DI BENEDETTO HNOS SCA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"584";"0";"0"
"DI TOMASO SRL";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"255360";"1158";"11";"14,55"
"DIA ARGENTINA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"504000";"19";"0";"0"
"DIAGEO DE ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"540000";"1453";"0";"0"
"DIAGNOSTICO MAIPU POR IMAGENESS.A.";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"984000";"2211";"2";"4,73"
"DIAGNOSTICO POR IMAGENES S A";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"813600";"818";"8";"147,8"
"DIAGNOSTICO Y SOLUCIONES SA";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"264000";"1391";"34";"180,62"
"DIAGRAMMA SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"459600";"1847";"6";"206,47"
"DIAPIN SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"554400";"178";"24";"31,7"
"DIARIO LOS ANDES HERMANOS CALL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"744000";"4407";"5";"557,73"
"DIBIAGI TRANSPORTE INTERNACIONAL S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"2967";"14";"11,41"
"DICO ACEROS SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"456000";"865";"1";"5,96"
"DIE TECH S.A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"336000";"3694";"7";"154,63"
"DIECI SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1192800";"1554";"3";"21,16"
"DIETEX SA-";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"300000";"3842";"13";"220,47"
"DIFFUPAR SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1353600";"5327";"50";"26,14"
"DIGITAL EXPRESS";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"8822";"0";"0"
"DIKA SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"59832";"207";"3";"19,81"
"DILCAR S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"612000";"1963";"4";"13,02"
"DILDROME S A";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"141120";"129";"0";"0"
"DILEXIS S.A";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"324000";"2887";"28";"70,88"
